Protein,Breast,Colon,Ewing_sarcoma,Melanoma,Ovary_patientsample,,exocarta top100,contém/não contém,,vesiclepedia top100,contém/não contém,,Vesiclepedia+exocarta,,
Q96PU4,0,0,0,0,1,,,,,,,,P05496,,9162
Q96PY6,0,0,0,0,1,,,,,,,,P05538,,9170
Q96PZ0,0,0,0,0,1,,,,,,,,P05543,,9171
Q96Q05,0,0,0,0,1,,,,,,,,P05546,,9174
Q96Q15,0,0,0,0,1,,,,,,,,P05556,,9177
Q96QC0,0,0,1,0,0,,,,,,,,P05771,,9184
Q96QE3,0,0,0,0,1,,,,,,,,P05783,,9188
Q96QR8,0,0,0,0,1,,,,,,,,P05787,,9196
Q96QU8,0,0,0,0,1,,,,,,,,P05813,,9204
Q96R05,0,0,0,0,1,,,,,,,,P05814,,#N/D
Q96RE7,0,0,0,0,1,,,,,,,,P05937,,#N/D
Q96RJ6,1,0,0,0,0,,,,,,,,P05976,,#N/D
Q96RK0,0,0,0,0,1,,,,,,,,P05981,,9221
Q96RL1,0,0,0,0,1,,,,,,,,P05997,,9223
Q96RU2,0,0,0,0,1,,,,,,,,P06126,,9237
Q96RY7,0,0,0,0,1,,,,,,,,P06127,,9244
Q96S15,0,0,0,0,1,,,,,,,,P06132,,#N/D
Q96S44,0,0,0,0,1,,,,,,,,P06213,,9248
Q96S55,0,0,0,0,1,,,,,,,,P06239,,9250
Q96ST2,0,0,0,0,1,,,,,,,,P06241,,9277
Q96ST3,0,0,0,0,1,,,,,,,,P06276,,9278
Q96SU4,0,0,0,0,1,,,,,,,,P06280,,9280
Q96SY0,0,0,0,0,1,,,,,,,,P06312,,#N/D
Q96SZ5,0,0,0,0,1,,,,,,,,P06340,,9281
Q96T23,0,0,0,0,1,,,,,,,,P06396,,9284
Q96T76,0,0,0,0,1,,,,,,,,P06400,,9292
Q96T88,0,0,0,0,1,,,,,,,,P06454,,9293
Q99424,0,0,0,0,1,,,,,,,,P06493,,9303
Q99447,0,0,0,0,1,,,,,,,,P06576,,9309
Q99457,0,0,0,0,1,,,,,,,,P06681,,#N/D
Q99459,0,0,0,0,1,,,,,,,,P06702,,9311
Q99496,0,0,0,0,1,,,,,,,,P06703,,#N/D
Q99543,0,0,0,0,1,,,,,,,,P06727,,9332
Q99567,0,0,0,0,1,,,,,,,,P06729,,9337
Q99590,0,0,0,0,1,,,,,,,,P06730,,#N/D
Q99592,1,0,0,0,0,,,,,,,,P06731,,#N/D
Q99611,0,0,0,0,1,,,,,,,,P06732,,9347
Q99697,0,0,0,0,1,,,,,,,,P06733,,#N/D
Q99698,0,0,0,0,1,,,,,,,,P06734,,9369
Q99704,0,0,0,0,1,,,,,,,,P06737,,9371
Q99707,0,0,0,0,1,,,,,,,,P06744,,9373
Q99728,0,0,0,0,1,,,,,,,,P06746,,9381
Q99848,0,0,0,0,1,,,,,,,,P06748,,9405
Q99871,0,0,0,0,1,,,,,,,,P06753,,9406
Q99959,0,0,0,0,1,,,,,,,,P06756,,9417
Q99973,0,0,0,0,1,,,,,,,,P06858,,9425
Q99986,0,0,0,0,1,,,,,,,,P06865,,9428
Q9BPU6,0,0,1,0,0,,,,,,,,P06870,,9432
Q9BPW5,0,0,0,0,1,,,,,,,,P06881,,#N/D
Q9BQ39,0,0,0,0,1,,,,,,,,P06899,,9446
Q9BQ67,0,0,0,0,1,,,,,,,,P07093,,9450
Q9BQ87,0,0,0,0,1,,,,,,,,P07099,,9453
Q9BQA1,0,0,0,0,1,,,,,,,,P07108,,9456
Q9BQC3,0,0,0,0,1,,,,,,,,P07148,,#N/D
Q9BR09,0,0,1,0,0,,,,,,,,P07195,,#N/D
Q9BRD0,0,0,0,0,1,,,,,,,,P07196,,#N/D
Q9BRJ7,0,0,0,0,1,,,,,,,,P07197,,9494
Q9BRP4,0,0,0,0,1,,,,,,,,P07202,,9501
Q9BRP8,0,0,0,0,1,,,,,,,,P07203,,9502
Q9BRQ0,0,0,0,0,1,,,,,,,,P07204,,#N/D
Q9BRX2,0,0,0,0,1,,,,,,,,P07205,,9514
Q9BRX5,0,0,0,0,1,,,,,,,,P07225,,9515
Q9BRX9,0,0,0,0,1,,,,,,,,P07237,,#N/D
Q9BSB4,0,0,0,0,1,,,,,,,,P07288,,#N/D
Q9BSC4,0,0,0,0,1,,,,,,,,P07305,,#N/D
Q9BSD7,0,0,0,0,1,,,,,,,,P07311,,9525
Q9BSH5,0,0,0,0,1,,,,,,,,P07320,,9532
Q9BTE1,0,0,0,0,1,,,,,,,,P07327,,9562
Q9BTE6,0,0,0,0,1,,,,,,,,P07332,,9564
Q9BTX7,0,1,0,0,0,,,,,,,,P07333,,#N/D
Q9BU02,0,0,0,0,1,,,,,,,,P07339,,9579
Q9BU89,0,0,0,0,1,,,,,,,,P07355,,9587
Q9BUE0,0,0,0,0,1,,,,,,,,P07357,,9593
Q9BUH6,0,0,0,0,1,,,,,,,,P07358,,9597
Q9BUI4,0,0,0,0,1,,,,,,,,P07359,,9599
Q9BUJ2,0,0,0,0,1,,,,,,,,P07360,,9601
Q9BUR4,0,0,0,0,1,,,,,,,,P07384,,#N/D
Q9BV20,0,0,0,0,1,,,,,,,,P07437,,9615
Q9BV38,0,0,0,0,1,,,,,,,,P07438,,9618
Q9BV86,0,0,0,0,1,,,,,,,,P07451,,9626
Q9BVC4,0,0,0,0,1,,,,,,,,P07476,,9632
Q9BVJ7,0,0,0,0,1,,,,,,,,P07477,,9640
Q9BVV6,0,0,1,0,0,,,,,,,,P07478,,9654
Q9BW19,0,0,0,0,1,,,,,,,,P07498,,9657
Q9BW27,0,0,0,0,1,,,,,,,,P07510,,9658
Q9BW30,0,0,0,0,1,,,,,,,,P07550,,9659
Q9BW85,0,0,0,0,1,,,,,,,,P07585,,#N/D
Q9BWE0,0,0,0,0,1,,,,,,,,P07602,,9671
Q9BWF3,0,0,0,0,1,,,,,,,,P07686,,9673
Q9BWH6,0,0,0,0,1,,,,,,,,P07711,,9675
Q9BWJ5,0,0,0,0,1,,,,,,,,P07737,,9676
Q9BWT7,0,0,0,0,1,,,,,,,,P07738,,9683
Q9BWU0,0,0,0,0,1,,,,,,,,P07741,,9684
Q9BX26,0,0,0,0,1,,,,,,,,P07766,,9694
Q9BX46,0,0,0,0,1,,,,,,,,P07814,,#N/D
Q9BXB4,0,0,0,0,1,,,,,,,,P07858,,9710
Q9BXF3,0,0,0,0,1,,,,,,,,P07864,,#N/D
Q9BXS6,0,0,0,0,1,,,,,,,,P07900,,9747
Q9BXY0,0,0,0,0,1,,,,,,,,P07902,,9761
Q9BXY8,0,1,0,0,0,,,,,,,,P07910,,#N/D
Q9BY42,0,0,0,0,1,,,,,,,,P07911,,9768
Q9BY77,0,0,0,0,1,,,,,,,,P07919,,9775
Q9BYJ1,0,0,0,0,1,,,,,,,,P07942,,#N/D
Q9BYK8,0,0,0,0,1,,,,,,,,P07947,,9803
Q9BYM8,0,0,0,0,1,,,,,,,,P07948,,#N/D
Q9BYR3,1,0,0,0,0,,,,,,,,P07949,,9810
Q9BYT5,0,0,0,0,1,,,,,,,,P07951,,#N/D
Q9BYV8,0,0,0,0,1,,,,,,,,P07954,,9818
Q9BZ95,0,0,0,0,1,,,,,,,,P07988,,9835
Q9BZE4,0,0,0,0,1,,,,,,,,P07996,,9842
Q9BZI7,0,0,0,0,1,,,,,,,,P07998,,#N/D
Q9BZJ0,0,0,0,0,1,,,,,,,,P08034,,9850
Q9BZK7,0,0,0,0,1,,,,,,,,P08047,,9851
Q9BZL1,0,0,0,0,1,,,,,,,,P08069,,9852
Q9BZL4,0,0,0,0,1,,,,,,,,P08123,,9853
Q9BZM3,0,0,1,0,0,,,,,,,,P08133,,9855
Q9C075,0,0,0,0,1,,,,,,,,P08134,,9883
Q9C0B0,0,0,0,0,1,,,,,,,,P08138,,#N/D
Q9C0C2,0,0,0,0,1,,,,,,,,P08172,,9896
Q9C0D3,0,0,0,0,1,,,,,,,,P08173,,#N/D
Q9C0E2,0,0,0,0,1,,,,,,,,P08174,,9903
Q9C0G0,0,0,0,0,1,,,,,,,,P08183,,9907
Q9C0G6,0,0,0,0,1,,,,,,,,P08185,,9908
Q9C0H9,0,0,0,0,1,,,,,,,,P08195,,9911
Q9C0J8,0,0,0,0,1,,,,,,,,P08218,,9916
Q9GZQ3,0,0,0,0,1,,,,,,,,P08236,,9935
Q9GZR2,0,1,0,0,0,,,,,,,,P08237,,9938
Q9GZS1,0,0,0,0,1,,,,,,,,P08238,,9941
Q9GZS3,0,0,0,0,1,,,,,,,,P08240,,9942
Q9GZT9,0,0,0,0,1,,,,,,,,P08243,,#N/D
Q9GZU2,0,0,0,0,1,,,,,,,,P08246,,9948
Q9GZX5,0,0,0,0,1,,,,,,,,P08247,,#N/D
Q9H081,0,0,0,0,1,,,,,,,,P08253,,#N/D
Q9H089,0,0,0,0,1,,,,,,,,P08254,,9973
Q9H0A0,0,0,0,0,1,,,,,,,,P08263,,9979
Q9H0A8,0,0,0,0,1,,,,,,,,P08294,,9980
Q9H0E7,1,0,0,0,0,,,,,,,,P08311,,#N/D
Q9H0G5,0,0,0,0,1,,,,,,,,P08319,,#N/D
Q9H0J9,0,0,0,0,1,,,,,,,,P08397,,9997
Q9H0K1,0,0,0,0,1,,,,,,,,P08473,,9998
Q9H0L4,1,0,0,0,0,,,,,,,,P08476,,#N/D
Q9H0N5,0,0,0,0,1,,,,,,,,P08493,,10004
Q9H0P0,0,0,0,0,1,,,,,,,,P08514,,10005
Q9H116,0,0,0,0,1,,,,,,,,P08519,,#N/D
Q9H1D9,0,0,0,0,1,,,,,,,,P08559,,#N/D
Q9H1I8,0,1,0,0,0,,,,,,,,P08567,,10050
Q9H1Z4,0,0,0,0,1,,,,,,,,P08571,,#N/D
Q9H211,0,0,0,0,1,,,,,,,,P08572,,#N/D
Q9H257,0,0,0,0,1,,,,,,,,P08574,,10075
Q9H2D6,0,0,0,0,1,,,,,,,,P08575,,10086
Q9H2F5,1,0,0,0,0,,,,,,,,P08579,,#N/D
Q9H2H8,0,0,0,0,1,,,,,,,,P08581,,10090
Q9H2M9,0,0,0,0,1,,,,,,,,P08582,,10100
Q9H2P9,0,0,0,0,1,,,,,,,,P08588,,10102
Q9H2T7,0,0,1,0,0,,,,,,,,P08590,,#N/D
Q9H307,0,0,0,0,1,,,,,,,,P08603,,10118
Q9H3S4,0,0,0,0,1,,,,,,,,P08621,,10142
Q9H3Z7,0,0,0,0,1,,,,,,,,P08631,,#N/D
Q9H477,0,0,0,0,1,,,,,,,,P08637,,#N/D
Q9H479,0,0,0,0,1,,,,,,,,P08648,,10157
Q9H489,0,0,0,0,1,,,,,,,,P08670,,#N/D
Q9H4G0,0,0,0,0,1,,,,,,,,P08697,,10173
Q9H4H8,0,0,0,0,1,,,,,,,,P08700,,#N/D
Q9H4Z2,0,0,0,0,1,,,,,,,,P08708,,#N/D
Q9H5N1,0,0,0,0,1,,,,,,,,P08709,,#N/D
Q9H5U6,0,0,0,0,1,,,,,,,,P08727,,10197
Q9H5X1,0,0,0,0,1,,,,,,,,P08729,,10200
Q9H609,1,0,0,0,0,,,,,,,,P08754,,#N/D
Q9H668,0,0,0,0,1,,,,,,,,P08758,,10205
Q9H6E5,0,0,0,0,1,,,,,,,,P08779,,#N/D
Q9H6Q4,0,0,0,0,1,,,,,,,,P08833,,#N/D
Q9H6T3,0,0,0,0,1,,,,,,,,P08865,,#N/D
Q9H6V9,0,0,0,0,1,,,,,,,,P08887,,10225
Q9H6W3,0,0,0,0,1,,,,,,,,P08910,,#N/D
Q9H788,0,0,0,0,1,,,,,,,,P08913,,10234
Q9H7B2,0,0,0,0,1,,,,,,,,P08922,,10237
Q9H7C9,0,0,0,0,1,,,,,,,,P08962,,10240
Q9H7E2,0,0,0,0,1,,,,,,,,P08F94,,10243
Q9H7L9,0,0,0,0,1,,,,,,,,P09001,,10247
Q9H7N4,0,0,0,0,1,,,,,,,,P09012,,10250
Q9H7P9,0,0,0,0,1,,,,,,,,P09038,,10252
Q9H7T9,0,0,0,0,1,,,,,,,,P09086,,#N/D
Q9H814,0,0,0,0,1,,,,,,,,P09104,,#N/D
Q9H867,0,0,0,0,1,,,,,,,,P09110,,10265
Q9H869,0,0,0,0,1,,,,,,,,P09131,,#N/D
Q9H871,0,0,0,0,1,,,,,,,,P09132,,10266
Q9H8H0,0,0,0,0,1,,,,,,,,P09172,,10271
Q9H8M2,1,0,0,0,0,,,,,,,,P09210,,10274
Q9H8M7,0,0,0,0,1,,,,,,,,P09211,,10276
Q9H8X2,0,1,0,0,0,,,,,,,,P09234,,10281
Q9H944,0,0,0,0,1,,,,,,,,P09237,,10289
Q9H9A5,0,0,0,0,1,,,,,,,,P09238,,10294
Q9H9A6,0,0,0,0,1,,,,,,,,P09326,,10295
Q9H9B1,0,0,0,0,1,,,,,,,,P09327,,10296
Q9H9S4,0,0,0,0,1,,,,,,,,P09341,,10309
Q9H9T3,0,0,0,0,1,,,,,,,,P09382,,10310
Q9H9Y6,0,0,0,0,1,,,,,,,,P09417,,10312
Q9H9Z2,0,0,0,0,1,,,,,,,,P09429,,#N/D
Q9HA64,0,0,0,0,1,,,,,,,,P09455,,10314
Q9HAJ7,0,0,0,0,1,,,,,,,,P09466,,10323
Q9HAN9,0,0,0,0,1,,,,,,,,P09467,,#N/D
Q9HAU5,0,0,0,0,1,,,,,,,,P09471,,10335
Q9HAW4,0,0,0,0,1,,,,,,,,P09486,,10340
Q9HAZ2,0,0,0,0,1,,,,,,,,P09488,,10342
Q9HB90,0,0,0,0,1,,,,,,,,P09493,,10354
Q9HB96,0,0,0,0,1,,,,,,,,P09496,,10355
Q9HBE1,0,0,0,0,1,,,,,,,,P09497,,10360
Q9HBG6,0,0,0,0,1,,,,,,,,P09525,,10363
Q9HC35,0,0,0,0,1,,,,,,,,P09529,,10389
Q9HCD6,1,0,0,0,0,,,,,,,,P09543,,10406
Q9HCE3,0,0,0,0,1,,,,,,,,P09564,,10409
Q9HCH0,0,0,0,0,1,,,,,,,,P09601,,10416
Q9HCI7,0,0,0,0,1,,,,,,,,P09603,,#N/D
Q9HCJ0,0,0,0,0,1,,,,,,,,P09619,,10420
Q9HCK8,0,0,0,0,1,,,,,,,,P09622,,10427
Q9HCM1,0,0,0,0,1,,,,,,,,P09629,,10430
Q9HCS7,0,0,0,0,1,,,,,,,,P09651,,10443
Q9HCU9,0,0,0,0,1,,,,,,,,P09661,,10447
Q9HD15,0,0,0,0,1,,,,,,,,P09668,,10450
Q9NP64,0,0,0,0,1,,,,,,,,P09669,,#N/D
Q9NP97,0,0,0,0,1,,,,,,,,P09683,,10488
Q9NP98,0,0,0,0,1,,,,,,,,P09693,,#N/D
Q9NPC3,0,0,0,0,1,,,,,,,,P09758,,#N/D
Q9NPD8,0,0,0,0,1,,,,,,,,P09769,,10502
Q9NPE3,0,0,0,0,1,,,,,,,,P09848,,10504
Q9NPF4,0,0,0,0,1,,,,,,,,P09871,,10507
Q9NPF5,0,0,0,0,1,,,,,,,,P09874,,10508
Q9NPI1,0,0,0,0,1,,,,,,,,P09913,,#N/D
Q9NPJ6,0,0,0,0,1,,,,,,,,P09914,,10519
Q9NPJ8,0,0,0,0,1,,,,,,,,P09917,,#N/D
Q9NQ48,0,0,0,0,1,,,,,,,,P09919,,10532
Q9NQ55,0,0,0,0,1,,,,,,,,P09923,,10534
Q9NQE9,0,0,0,0,1,,,,,,,,P09936,,10552
Q9NQS7,0,0,0,0,1,,,,,,,,P09958,,10565
Q9NQU5,0,0,0,0,1,,,,,,,,P09960,,10570
Q9NQZ2,0,1,0,0,0,,,,,,,,P09972,,10584
Q9NR12,0,0,0,0,1,,,,,,,,P0C091,,10590
Q9NR46,0,0,0,0,1,,,,,,,,P0C0L4,,10602
Q9NR50,0,0,0,0,1,,,,,,,,P0C0L5,,10604
Q9NR56,0,0,0,0,1,,,,,,,,P0C0S5,,10605
Q9NR64,0,0,0,0,1,,,,,,,,P0C0S8,,#N/D
Q9NRC6,0,0,0,0,1,,,,,,,,P0C1H6,,10617
Q9NRD1,0,0,0,0,1,,,,,,,,P0C221,,10618
Q9NRE2,0,0,0,0,1,,,,,,,,P0C263,,10621
Q9NRF8,0,0,0,0,1,,,,,,,,P0C2W1,,10623
Q9NRF9,0,0,0,0,1,,,,,,,,P0C5J1,,10624
Q9NRG4,0,0,0,0,1,,,,,,,,P0C671,,#N/D
Q9NRW3,0,0,0,0,1,,,,,,,,P0C6C1,,10649
Q9NS39,0,0,0,0,1,,,,,,,,P0C6S8,,10664
Q9NS73,1,0,0,0,0,,,,,,,,P0C7P3,,#N/D
Q9NSI6,0,0,0,0,1,,,,,,,,P0C7P4,,10689
Q9NSK0,0,0,0,0,1,,,,,,,,P0C7Q2,,10690
Q9NSY0,0,0,0,0,1,,,,,,,,P0C7T4,,10694
Q9NTI5,0,0,0,0,1,,,,,,,,P0C7T5,,10703
Q9NTJ4,0,0,0,0,1,,,,,,,,P0C7X1,,10705
Q9NTM9,0,0,0,0,1,,,,,,,,P0C869,,10708
Q9NTX5,0,1,0,0,0,,,,,,,,P0C870,,10712
Q9NUD5,0,0,0,0,1,,,,,,,,P0C881,,10718
Q9NUG6,0,0,0,0,1,,,,,,,,P0CAP1,,10721
Q9NUK0,0,0,0,0,1,,,,,,,,P0CB47,,10726
Q9NUL5,0,0,0,0,1,,,,,,,,P0CF74,,#N/D
Q9NUQ6,0,0,0,0,1,,,,,,,,P0CG04,,10737
Q9NUQ7,0,0,0,0,1,,,,,,,,P0CG08,,#N/D
Q9NV06,0,0,0,0,1,,,,,,,,P0CG13,,#N/D
Q9NV31,0,0,0,0,1,,,,,,,,P0CG23,,10748
Q9NV35,0,0,0,0,1,,,,,,,,P0CG29,,10749
Q9NV88,0,0,0,0,1,,,,,,,,P0CG30,,10754
Q9NVA2,0,1,0,0,0,,,,,,,,P0CG31,,#N/D
Q9NVC6,0,0,0,0,1,,,,,,,,P0CG38,,10758
Q9NVE7,0,0,0,0,1,,,,,,,,P0CG39,,10763
Q9NVF7,0,0,0,0,1,,,,,,,,P0CG40,,#N/D
Q9NVH2,0,0,0,0,1,,,,,,,,P0CG47,,10766
Q9NVI1,0,0,0,0,1,,,,,,,,P0CG48,,10768
Q9NVM9,0,0,0,0,1,,,,,,,,P0CJ68,,#N/D
Q9NVN8,0,0,0,0,1,,,,,,,,P0CJ78,,10775
Q9NVP1,0,0,0,0,1,,,,,,,,P0CV98,,10776
Q9NVP2,0,0,0,0,1,,,,,,,,P0CW01,,10777
Q9NVR2,0,0,0,0,1,,,,,,,,P0CW20,,#N/D
Q9NW08,0,0,0,0,1,,,,,,,,P0DI81,,10789
Q9NW13,0,0,0,0,1,,,,,,,,P0DI83,,10790
Q9NW75,0,0,0,0,1,,,,,,,,P0DJD0,,10793
Q9NWH9,0,0,0,0,1,,,,,,,,P0DJD1,,10800
Q9NWM0,0,0,0,0,1,,,,,,,,P0DJD3,,10802
Q9NWS0,0,0,0,0,1,,,,,,,,P0DJD8,,10805
Q9NWT1,0,0,0,0,1,,,,,,,,P0DJG4,,#N/D
Q9NWT6,0,0,0,0,1,,,,,,,,P0DJI8,,10807
Q9NWV8,0,0,0,0,1,,,,,,,,P0DJI9,,10812
Q9NX02,0,0,0,0,1,,,,,,,,P0DJJ0,,10819
Q9NX05,0,0,1,0,0,,,,,,,,P0DKB5,,#N/D
Q9NX08,0,0,0,0,1,,,,,,,,P0DME0,,#N/D
Q9NX24,0,0,0,0,1,,,,,,,,P0DML2,,10823
Q9NX40,0,0,0,0,1,,,,,,,,P0DMM9,,10825
Q9NX58,0,0,0,0,1,,,,,,,,P0DMN0,,10829
Q9NXC5,0,0,0,0,1,,,,,,,,P0DMR1,,10837
Q9NXF1,0,0,0,0,1,,,,,,,,P0DMS8,,10841
Q9NXL9,0,0,0,0,1,,,,,,,,P0DMV8,,#N/D
Q9NXN4,0,0,0,0,1,,,,,,,,P0DMV9,,#N/D
Q9NXR7,0,0,0,0,1,,,,,,,,P0DMW2,,10850
Q9NY12,0,0,0,0,1,,,,,,,,P0DN37,,10858
Q9NY27,0,0,0,0,1,,,,,,,,P0DN77,,10861
Q9NY74,1,0,0,0,0,,,,,,,,P0DN87,,10873
Q9NYB0,0,1,0,0,0,,,,,,,,P0DOY2,,10881
Q9NYP9,0,1,0,0,0,,,,,,,,P0DOY3,,#N/D
Q9NZC9,0,0,0,0,1,,,,,,,,P0DP07,,10935
Q9NZD2,0,0,0,0,1,,,,,,,,P0DP23,,10936
Q9NZN8,0,0,0,0,1,,,,,,,,P0DP24,,10964
Q9NZR1,1,0,0,0,0,,,,,,,,P0DP25,,10971
Q9NZT2,0,0,0,0,1,,,,,,,,P0DP58,,10976
Q9NZU5,0,0,0,0,1,,,,,,,,P0DP91,,10978
Q9P016,0,0,0,0,1,,,,,,,,P0DPA2,,10989
Q9P0L1,1,0,0,0,0,,,,,,,,P0DPA3,,#N/D
Q9P0M2,0,0,0,0,1,,,,,,,,P0DPB5,,11005
Q9P0R6,0,0,0,0,1,,,,,,,,P0DPB6,,11009
Q9P0U4,0,0,0,0,1,,,,,,,,P0DPD6,,11014
Q9P0V9,0,0,0,0,1,,,,,,,,P0DPH7,,#N/D
Q9P107,0,0,0,0,1,,,,,,,,P0DPH8,,11019
Q9P1Q0,0,0,0,0,1,,,,,,,,P0DPI2,,#N/D
Q9P1Y5,0,0,0,0,1,,,,,,,,P0DTE7,,#N/D
Q9P1Y6,0,0,0,0,1,,,,,,,,P0DTE8,,11025
Q9P215,0,0,0,0,1,,,,,,,,P0DUB6,,#N/D
Q9P219,0,0,0,0,1,,,,,,,,P10070,,11034
Q9P275,0,0,0,0,1,,,,,,,,P10072,,#N/D
Q9P2D1,0,0,0,0,1,,,,,,,,P10073,,11062
Q9P2E3,0,0,0,0,1,,,,,,,,P10092,,11068
Q9P2F6,1,0,0,0,0,,,,,,,,P10114,,11072
Q9P2H3,0,1,0,0,0,,,,,,,,P10124,,11078
Q9P2K5,0,0,0,0,1,,,,,,,,P10144,,11087
Q9P2K8,0,0,0,0,1,,,,,,,,P10145,,11088
Q9P2M7,0,0,0,0,1,,,,,,,,P10153,,11091
Q9P2P6,1,0,0,0,0,,,,,,,,P10155,,11097
Q9P2R6,0,0,0,0,1,,,,,,,,P10242,,11100
Q9P2T0,0,1,0,0,0,,,,,,,,P10243,,#N/D
Q9UBB6,0,0,0,0,1,,,,,,,,P10253,,11113
Q9UBC3,0,0,0,0,1,,,,,,,,P10275,,11115
Q9UBD5,0,0,0,0,1,,,,,,,,P10276,,#N/D
Q9UBF6,0,0,0,0,1,,,,,,,,P10301,,11124
Q9UBK9,0,0,0,0,1,,,,,,,,P10321,,11137
Q9UBL3,0,0,0,0,1,,,,,,,,P10323,,11138
Q9UBN7,0,0,0,0,1,,,,,,,,P10398,,11145
Q9UBP6,0,0,0,0,1,,,,,,,,P10412,,11148
Q9UBS8,0,0,0,0,1,,,,,,,,P10415,,#N/D
Q9UBT6,0,0,0,0,1,,,,,,,,P10451,,11162
Q9UBU8,0,0,0,0,1,,,,,,,,P10515,,#N/D
Q9UBU9,0,0,0,0,1,,,,,,,,P10523,,11167
Q9UFC0,0,0,0,0,1,,,,,,,,P10586,,11205
Q9UFH2,0,0,0,0,1,,,,,,,,P10599,,11208
Q9UFW8,0,0,0,0,1,,,,,,,,P10600,,#N/D
Q9UG63,0,0,0,0,1,,,,,,,,P10606,,11213
Q9UGI8,0,0,0,0,1,,,,,,,,P10619,,11221
Q9UGL1,0,0,0,0,1,,,,,,,,P10620,,#N/D
Q9UGN5,0,0,0,0,1,,,,,,,,P10635,,#N/D
Q9UGR2,0,0,0,0,1,,,,,,,,P10636,,11233
Q9UGU0,0,0,0,0,1,,,,,,,,P10643,,11235
Q9UHC7,0,0,0,0,1,,,,,,,,P10644,,11249
Q9UHD2,0,0,0,0,1,,,,,,,,P10645,,11253
Q9UHI6,0,1,0,0,0,,,,,,,,P10646,,11265
Q9UHP3,0,0,0,0,1,,,,,,,,P10696,,11276
Q9UHR5,0,0,0,0,1,,,,,,,,P10720,,#N/D
Q9UHW5,0,0,0,0,1,,,,,,,,P10721,,11284
Q9UI10,0,0,0,0,1,,,,,,,,P10745,,11292
Q9UID3,0,0,0,0,1,,,,,,,,P10747,,11308
Q9UIF8,0,0,0,0,1,,,,,,,,P10768,,11310
Q9UIF9,0,0,0,0,1,,,,,,,,P10809,,#N/D
Q9UIL4,0,0,0,0,1,,,,,,,,P10826,,11320
Q9UIS9,1,0,0,0,0,,,,,,,,P10827,,11324
Q9UIV1,0,0,0,0,1,,,,,,,,P10828,,11325
Q9UJP4,0,0,0,0,1,,,,,,,,P10909,,#N/D
Q9UJW0,0,0,0,0,1,,,,,,,,P10911,,11363
Q9UJX2,0,0,0,0,1,,,,,,,,P10912,,11366
Q9UJX4,0,0,0,0,1,,,,,,,,P10915,,11368
Q9UJX5,0,0,0,0,1,,,,,,,,P10916,,11369
Q9UK45,0,0,0,0,1,,,,,,,,P10966,,11383
Q9UK58,0,0,0,0,1,,,,,,,,P11021,,11385
Q9UK59,0,0,0,0,1,,,,,,,,P11047,,#N/D
Q9UK61,0,0,0,0,1,,,,,,,,P11049,,11386
Q9UK99,0,0,0,0,1,,,,,,,,P11055,,11389
Q9UKB1,0,0,0,0,1,,,,,,,,P11086,,11393
Q9UKL0,0,0,0,0,1,,,,,,,,P11117,,11410
Q9UKL6,0,0,0,0,1,,,,,,,,P11137,,11413
Q9UKT5,0,0,0,0,1,,,,,,,,P11142,,#N/D
Q9UKT9,0,0,0,0,1,,,,,,,,P11150,,11431
Q9UKZ1,0,0,0,0,1,,,,,,,,P11161,,11447
Q9UL33,0,0,0,0,1,,,,,,,,P11166,,11458
Q9UL63,0,0,0,0,1,,,,,,,,P11168,,11470
Q9UL68,1,0,0,0,0,,,,,,,,P11169,,11471
Q9ULD5,0,0,0,0,1,,,,,,,,P11171,,#N/D
Q9ULD9,0,0,0,0,1,,,,,,,,P11172,,11483
Q9ULG1,0,0,0,0,1,,,,,,,,P11177,,11489
Q9ULH1,0,0,0,0,1,,,,,,,,P11182,,11492
Q9ULI0,0,0,0,0,1,,,,,,,,P11215,,11495
Q9ULJ8,0,0,0,0,1,,,,,,,,P11216,,11501
Q9ULK4,0,0,0,0,1,,,,,,,,P11217,,11504
Q9ULL8,0,0,0,0,1,,,,,,,,P11226,,11509
Q9ULM0,0,0,0,0,1,,,,,,,,P11229,,11510
Q9ULR0,1,0,0,0,0,,,,,,,,P11230,,11517
Q9ULU4,0,0,0,0,1,,,,,,,,P11233,,11521
Q9ULV3,0,0,0,0,1,,,,,,,,P11234,,11524
Q9ULW6,0,0,0,0,1,,,,,,,,P11245,,11529
Q9ULX6,0,0,0,0,1,,,,,,,,P11274,,#N/D
Q9UM13,0,0,0,0,1,,,,,,,,P11277,,11542
Q9UMN6,0,0,0,0,1,,,,,,,,P11279,,11552
Q9UN81,0,0,0,0,1,,,,,,,,P11308,,#N/D
Q9UNE7,0,0,0,0,1,,,,,,,,P11309,,11580
Q9UNI6,0,0,0,0,1,,,,,,,,P11310,,#N/D
Q9UNY4,0,0,0,0,1,,,,,,,,P11362,,#N/D
Q9UPN7,0,0,0,0,1,,,,,,,,P11387,,11613
Q9UPN9,0,0,0,0,1,,,,,,,,P11388,,11614
Q9UPQ0,0,0,0,0,1,,,,,,,,P11413,,11617
Q9UPQ9,0,0,0,0,1,,,,,,,,P11441,,11619
Q9UPR6,0,0,0,0,1,,,,,,,,P11473,,#N/D
Q9UPS6,0,0,0,0,1,,,,,,,,P11487,,11621
Q9UPS8,0,0,0,0,1,,,,,,,,P11488,,11622
Q9UQ13,0,0,0,0,1,,,,,,,,P11498,,11643
